tweet,label
yoruba people like anything owambe i stan we just dey look una like ehn ehn wetin una dey do we dey wait for una in lagos ooo,0
na me still dey sell quality abaya too ooo its part of the hustle make i sha drop everything in my gallery today been a while abeg pls be rt all edakun,0
e be like say na everytime you tyre dey get fault,2
youre not doing anyone o na all of them dey do you,2
na the kind people una dey argue with on twitter be this,2
calm down even your location sef is working against you,2
this speech dey vex me nothing even makes sense this guy just dey yarn dust i think itd be better if jubril no address us this video was obviously recorded nowww,2
as in the guy brain dey there,0
im certain say na nigerian dey run this,0
if dem do am wella how dem wan take come chop,2
omo ive been on steady data subscription since the beginning of covid i need to applaud myself and add wire wire to my nameko easy rara thank you oo week subscription na days e dey last,2
those guys finish me the day i bebeto enteras i wan run close door naso ozor shout my namei say enter i knew its been for me howard just dey laugh like idiot as ozor dey shout this boy is a criminal,2
you nor say na mouth una getwe nor shout,2
if na for money g et am plenty sending my fbn account whenever you see am another reason i go dey feel am and i go dey twale when he show for tv mavin,0
bress and yansh wey i de re serve for hubby ooo they wan make i do am public property alili umu ogbenye,2
hahahaha e be thingzzzz today ️,0
dear god if you happen to see this kindly know that i cant be a citizen of nigeria here on earth and still end up in hell in the after life you cant punish me twice na i dont wanna be in hell a second time abeg this one don do,2
by the time beans done who cook indomie go don dey hungry,0
na wa oh because you offered me sex and i said im not interested you decide to go around telling all my friends that im uselessladies is this how you guys do now‍️,2
gone are those days when we used to have rainy and dry seasons in nigeria now we have the e be like say rain wan fall season and the this heat wan kill person season,2
tb joshua no fit die now na wetin dey happen self this cant be true o,2
bros thank u e dey pain me eh me that from day was smooth sailing up to now only for them to my dear bros dirty laidis e dey pain me walahi i really hope d number goes through and good service to ease d pain can resume just finished a guitar tutorial on youtube sef,2
you no hear wetin malaria dey do us bah na proud you hear,2
omo na wetin be all this one na gig don finish again wey na monday afternoon i suball this isps tho,2
why these players no ready to score bayiii make all the chances wey dem no use no con koba us bayioo,2
na so dear preach the gospel abeg make e sink in,0
whats wrong with this people sef haba lets us eat food finish,2
we nor dey taya oooi love wizkid essence video be wan restrict my period flow but becos na wizzy he still flow,0
there is one guy on this app thats not fine but una dey always hype am and e dey headache me,0
lol una get giroud wey like fa cup pass em carrier una dey bench am for nothing hudsonodoi is there as well confused managers that always want to prove useless points,2
this fake life has finally land me into trouble when i think say we dey plenty for single life omo everyone don sort them selves out sha dey con dey use the singu life we gather dey before dey mock me,2
who your birth month help for this lockdown period abeg carry your birth month go one side first make we know wetin dey play for area,2
na whatsapp contacts wey retweet my links i dey loyal for,0
forger hype abeg because of the love i get for the guy i play the album overnight just so the thing go enter body but as i wake i still low on vibe the tracks get as then be jare all na low vibe things and den fit putset you for boredom moodmode,2
wetin person go chop like dis,2
lmao na she unfollow me too oh funny thing be say i dey try interact with the babe for tl dey always retweet her business whenever i see am them dey slander edo men regularly nobody dey take am to heart aunty dey provoke cause of brows and bear bear,2
wetin dis govt don fund abeg,2
guys dey always dey careful with una una fit even break person head,2
the hole wen bob don put for that yansh na the only risky thing oh some brothers for don turn cook for am,2
shout out to ma men burna wiz n david ️ say dem dey wait make i drop dat new fire tomorrow first before dem drop their album whos ready for vaseline mafipara about that time for our yearly dance music,0
by now i for don dey chevron drive dey enjoy this,2
heartbreak wey make person drink to stuporsmoke igbo like say na doctor sens am dey vomit dey cry,2
vector after all the warnings the super eagles dont play against the falcons worwor pikin they form handsome only one kelly dat i kno how come you didnt pay attention to all of this vector,2
if you know ezenwekwe n margaret street na there e dey sup if you know me wella even my close pals knows ion dey brag bout this things,0
kai fine boys like us we we no dey too look for women like that na dem dey rush us,1
na since yesterday i just dey vote motivation i hope say everybody dey vote am,0
sapa no good at all see me dey find atm wey dey give,2
abi na me dey overrate pogba i dey expect like de bruyne from am,2
ah dey here dey rack my brain god too patient ogun sef no dey kill again karma doesnt happen these men will still be looting money and living large may god help us,2
people telling me congratulations like say na me win milli provided say na my president win am im honored,0
u don de spread am already make i dm my details asap abi,0
the responsible well mannered christian groomed and from a good home dont get to be picked but u see those ones with big bress and yansh freaky freaky and all controversial looking for victim men to drag for something that they both enjoyed na dat type una lyk,2
